"","OCCUPANCY_DATE","LOCATION_ADDRESS","LOCATION_POSTAL_CODE","LOCATION_CITY","LOCATION_PROVINCE","PROGRAM_MODEL","OVERNIGHT_SERVICE_TYPE","PROGRAM_AREA","CAPACITY_TYPE","SECTOR","SERVICE_USER_COUNT","CAPACITY_ACTUAL_BED","CAPACITY_FUNDING_BED","OCCUPIED_BEDS","CAPACITY_ACTUAL_ROOM","CAPACITY_FUNDING_ROOM","OCCUPIED_ROOMS","UNOCCUPIED_BEDS","UNAVAILABLE_BEDS","UNOCCUPIED_ROOMS","UNAVAILABLE_ROOMS","OCCUPANCY_RATE_BEDS","OCCUPANCY_RATE_ROOMS"
"3.74",2024-09-19,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",98,49,49,43,NA,NA,NA,6,0,NA,NA,0.877551020408163,NA
"3.85",2024-09-20,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",81,49,50,39,NA,NA,NA,10,1,NA,NA,0.795918367346939,NA
"3.273",2024-09-21,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",5,40,42,40,NA,NA,NA,0,2,NA,NA,1,NA
"3.105",2024-09-22,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",68,22,37,15,NA,NA,NA,7,15,NA,NA,0.681818181818182,NA
"2.202",2024-09-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",76,NA,NA,NA,15,45,14,NA,NA,1,30,NA,0.933333333333333
"3.150",2024-09-24,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",57,32,39,21,NA,NA,NA,11,7,NA,NA,0.65625,NA
"1.216",2021-01-01,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",2,NA,NA,NA,36,36,20,NA,NA,16,0,NA,0.555555555555556
"2.235",2021-01-02,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",41,NA,NA,NA,49,49,4,NA,NA,45,0,NA,0.0816326530612245
"3.159",2021-01-03,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",11,49,50,47,NA,NA,NA,2,1,NA,NA,0.959183673469388,NA
"1.261",2021-01-04,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",39,NA,NA,NA,45,46,34,NA,NA,11,1,NA,0.755555555555556
"3.259",2021-01-05,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",6,37,48,24,NA,NA,NA,13,11,NA,NA,0.648648648648649,NA
"5.88",2021-01-06,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",20,NA,NA,NA,43,46,33,NA,NA,10,3,NA,0.767441860465116
"4.15",2021-01-07,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",64,15,37,4,NA,NA,NA,11,22,NA,NA,0.266666666666667,NA
"1.175",2021-01-08,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",77,NA,NA,NA,48,48,11,NA,NA,37,0,NA,0.229166666666667
"1.299",2021-01-09,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",43,NA,NA,NA,40,49,35,NA,NA,5,9,NA,0.875
"4.189",2021-01-10,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",18,42,46,38,NA,NA,NA,4,4,NA,NA,0.904761904761905,NA
"1.163",2021-01-11,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",29,NA,NA,NA,35,38,34,NA,NA,1,3,NA,0.971428571428571
"3.152",2021-01-12,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",94,35,35,22,NA,NA,NA,13,0,NA,NA,0.628571428571429,NA
"3.251",2021-01-13,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",35,41,48,7,NA,NA,NA,34,7,NA,NA,0.170731707317073,NA
"1.126",2021-01-14,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",37,NA,NA,NA,36,38,10,NA,NA,26,2,NA,0.277777777777778
"3.192",2021-01-15,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",13,47,49,13,NA,NA,NA,34,2,NA,NA,0.276595744680851,NA
"2.201",2021-01-16,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",36,NA,NA,NA,22,42,12,NA,NA,10,20,NA,0.545454545454545
"2.45",2021-01-17,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",51,NA,NA,NA,34,38,27,NA,NA,7,4,NA,0.794117647058823
"1.246",2021-01-18,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",295,NA,NA,NA,41,48,40,NA,NA,1,7,NA,0.975609756097561
"5.51",2021-01-19,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",79,NA,NA,NA,30,36,24,NA,NA,6,6,NA,0.8
"3.47",2021-01-20,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",68,47,47,29,NA,NA,NA,18,0,NA,NA,0.617021276595745,NA
"1.239",2021-01-21,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",58,NA,NA,NA,26,37,20,NA,NA,6,11,NA,0.769230769230769
"4.193",2021-01-22,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",96,27,43,19,NA,NA,NA,8,16,NA,NA,0.703703703703704,NA
"2.105",2021-01-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",224,NA,NA,NA,42,45,8,NA,NA,34,3,NA,0.19047619047619
"5.65",2021-01-24,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",39,NA,NA,NA,44,45,40,NA,NA,4,1,NA,0.909090909090909
"4.143",2021-01-25,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",25,17,21,11,NA,NA,NA,6,4,NA,NA,0.647058823529412,NA
"3.110",2021-01-26,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",93,33,37,32,NA,NA,NA,1,4,NA,NA,0.96969696969697,NA
"5.179",2021-01-27,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",61,NA,NA,NA,44,48,7,NA,NA,37,4,NA,0.159090909090909
"5.229",2021-01-28,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",63,NA,NA,NA,42,46,35,NA,NA,7,4,NA,0.833333333333333
"5.6",2021-01-29,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",21,NA,NA,NA,45,48,23,NA,NA,22,3,NA,0.511111111111111
"1.32",2021-01-30,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",227,NA,NA,NA,7,40,4,NA,NA,3,33,NA,0.571428571428571
"3.118",2021-01-31,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",17,42,49,39,NA,NA,NA,3,7,NA,NA,0.928571428571429,NA
"4.287",2021-02-01,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",256,30,42,20,NA,NA,NA,10,12,NA,NA,0.666666666666667,NA
"3.154",2021-02-02,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",75,42,47,12,NA,NA,NA,30,5,NA,NA,0.285714285714286,NA
"1.58",2021-02-03,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",25,NA,NA,NA,44,49,27,NA,NA,17,5,NA,0.613636363636364
"4.254",2021-02-04,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",80,47,47,7,NA,NA,NA,40,0,NA,NA,0.148936170212766,NA
"5.117",2021-02-05,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",79,NA,NA,NA,48,50,46,NA,NA,2,2,NA,0.958333333333333
"5.180",2021-02-06,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",40,NA,NA,NA,36,41,11,NA,NA,25,5,NA,0.305555555555556
"2.170",2021-02-07,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",58,NA,NA,NA,33,35,32,NA,NA,1,2,NA,0.96969696969697
"4.239",2021-02-08,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",104,48,48,26,NA,NA,NA,22,0,NA,NA,0.541666666666667,NA
"4.56",2021-02-09,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",66,41,48,2,NA,NA,NA,39,7,NA,NA,0.0487804878048781,NA
"1.278",2021-02-10,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",86,NA,NA,NA,38,42,34,NA,NA,4,4,NA,0.894736842105263
"1.96",2021-02-11,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",44,NA,NA,NA,46,47,44,NA,NA,2,1,NA,0.956521739130435
"2.188",2021-02-12,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",33,NA,NA,NA,28,40,16,NA,NA,12,12,NA,0.571428571428571
"3.29",2021-02-13,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",36,42,44,42,NA,NA,NA,0,2,NA,NA,1,NA
"1.142",2021-02-14,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",43,NA,NA,NA,44,48,16,NA,NA,28,4,NA,0.363636363636364
"5.167",2021-02-15,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",269,NA,NA,NA,36,36,35,NA,NA,1,0,NA,0.972222222222222
"5.1",2021-02-16,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",59,NA,NA,NA,49,49,42,NA,NA,7,0,NA,0.857142857142857
"3.133",2021-02-17,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",185,30,46,27,NA,NA,NA,3,16,NA,NA,0.9,NA
"3.292",2021-02-18,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",10,29,49,1,NA,NA,NA,28,20,NA,NA,0.0344827586206897,NA
"3.102",2021-02-19,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",58,29,33,14,NA,NA,NA,15,4,NA,NA,0.482758620689655,NA
"1.178",2021-02-20,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",5,NA,NA,NA,29,49,21,NA,NA,8,20,NA,0.724137931034483
"1.123",2021-02-21,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",61,NA,NA,NA,24,41,16,NA,NA,8,17,NA,0.666666666666667
"5.284",2021-02-22,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",3,NA,NA,NA,44,46,13,NA,NA,31,2,NA,0.295454545454545
"2.210",2021-02-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",197,NA,NA,NA,39,44,37,NA,NA,2,5,NA,0.948717948717949
"3.45",2021-02-24,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",6,25,28,19,NA,NA,NA,6,3,NA,NA,0.76,NA
"5.182",2021-02-25,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",25,NA,NA,NA,27,28,8,NA,NA,19,1,NA,0.296296296296296
"3.21",2021-02-26,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",39,21,31,12,NA,NA,NA,9,10,NA,NA,0.571428571428571,NA
"2.74",2021-02-27,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",83,NA,NA,NA,23,23,4,NA,NA,19,0,NA,0.173913043478261
"2.54",2021-02-28,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",79,NA,NA,NA,37,48,30,NA,NA,7,11,NA,0.810810810810811
"4.13",2021-03-01,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",132,21,36,3,NA,NA,NA,18,15,NA,NA,0.142857142857143,NA
"1.129",2021-03-02,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",42,NA,NA,NA,35,38,30,NA,NA,5,3,NA,0.857142857142857
"1.88",2021-03-03,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",63,NA,NA,NA,32,39,31,NA,NA,1,7,NA,0.96875
"4.46",2021-03-04,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",162,48,48,48,NA,NA,NA,0,0,NA,NA,1,NA
"5.32",2021-03-05,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",42,NA,NA,NA,40,46,27,NA,NA,13,6,NA,0.675
"4.224",2021-03-06,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",17,43,50,40,NA,NA,NA,3,7,NA,NA,0.930232558139535,NA
"1.61",2021-03-07,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",19,NA,NA,NA,42,49,29,NA,NA,13,7,NA,0.69047619047619
"1.78",2021-03-08,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",32,NA,NA,NA,20,32,6,NA,NA,14,12,NA,0.3
"2.116",2021-03-09,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",26,NA,NA,NA,49,50,14,NA,NA,35,1,NA,0.285714285714286
"4.22",2021-03-10,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",133,25,37,13,NA,NA,NA,12,12,NA,NA,0.52,NA
"4.97",2021-03-11,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",30,15,27,0,NA,NA,NA,15,12,NA,NA,0,NA
"1.93",2021-03-12,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",77,NA,NA,NA,35,44,34,NA,NA,1,9,NA,0.971428571428571
"3.289",2021-03-13,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",74,39,41,29,NA,NA,NA,10,2,NA,NA,0.743589743589744,NA
"1.92",2021-03-14,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",264,NA,NA,NA,24,30,12,NA,NA,12,6,NA,0.5
"4.145",2021-03-15,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",10,23,48,2,NA,NA,NA,21,25,NA,NA,0.0869565217391304,NA
"1.109",2021-03-16,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",24,NA,NA,NA,16,41,15,NA,NA,1,25,NA,0.9375
"2.39",2021-03-17,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",5,NA,NA,NA,26,43,16,NA,NA,10,17,NA,0.615384615384615
"5.168",2021-03-18,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",29,NA,NA,NA,48,50,46,NA,NA,2,2,NA,0.958333333333333
"2.129",2021-03-19,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",7,NA,NA,NA,48,49,41,NA,NA,7,1,NA,0.854166666666667
"2.257",2021-03-20,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",30,NA,NA,NA,45,46,41,NA,NA,4,1,NA,0.911111111111111
"5.236",2021-03-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",94,NA,NA,NA,47,48,47,NA,NA,0,1,NA,1
"3.38",2021-03-22,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",210,47,48,2,NA,NA,NA,45,1,NA,NA,0.0425531914893617,NA
"5.122",2021-03-23,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",67,NA,NA,NA,35,42,22,NA,NA,13,7,NA,0.628571428571429
"1.141",2021-03-24,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",15,NA,NA,NA,46,50,11,NA,NA,35,4,NA,0.239130434782609
"2.75",2021-03-25,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",112,NA,NA,NA,45,48,43,NA,NA,2,3,NA,0.955555555555556
"3.202",2021-03-26,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",21,42,47,40,NA,NA,NA,2,5,NA,NA,0.952380952380952,NA
"1.204",2021-03-27,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",28,NA,NA,NA,22,22,10,NA,NA,12,0,NA,0.454545454545455
"4.72",2021-03-28,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",38,37,37,30,NA,NA,NA,7,0,NA,NA,0.810810810810811,NA
"3.193",2021-03-29,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",99,29,34,16,NA,NA,NA,13,5,NA,NA,0.551724137931034,NA
"2.273",2021-03-30,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",287,NA,NA,NA,47,49,33,NA,NA,14,2,NA,0.702127659574468
"4.51",2021-03-31,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",10,41,47,31,NA,NA,NA,10,6,NA,NA,0.75609756097561,NA
"2.166",2021-04-01,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",90,NA,NA,NA,46,49,26,NA,NA,20,3,NA,0.565217391304348
"5.110",2021-04-02,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",59,NA,NA,NA,44,46,44,NA,NA,0,2,NA,1
"4.52",2021-04-03,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",11,38,43,24,NA,NA,NA,14,5,NA,NA,0.631578947368421,NA
"4.267",2021-04-04,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",97,42,47,34,NA,NA,NA,8,5,NA,NA,0.80952380952381,NA
"1.228",2021-04-05,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",15,NA,NA,NA,45,49,16,NA,NA,29,4,NA,0.355555555555556
"2.132",2021-04-06,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",97,NA,NA,NA,26,39,12,NA,NA,14,13,NA,0.461538461538462
"5.42",2021-04-07,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",90,NA,NA,NA,28,42,0,NA,NA,28,14,NA,0
"2.155",2021-04-08,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",33,NA,NA,NA,17,24,16,NA,NA,1,7,NA,0.941176470588235
"1.57",2021-04-09,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",7,NA,NA,NA,25,45,2,NA,NA,23,20,NA,0.08
